"UNITID","OFCODE","#BDRM","#BATHS","AREA","LOCN","STADR","DESC1","DESC2","DESC3","DESC4","DESC5","DESC6","DESC7","GRADE","SOFABD","MAXOCP","FIREPL","PARKSP","BARBCU","WSHDRY","SECDEP","2DA_T1","XDA_T1","WEK_T1","MIN_T1","2DA_T2","XDA_T2","WEK_T2","MIN_T2","2DA_T3","XDA_T3","WEK_T3","MIN_T3","2DA_T4","XDA_T4","WEK_T4","MIN_T4","2DA_T5","XDA_T5","WEK_T5","MIN_T5","2DA_T6","XDA_T6","WEK_T6","MIN_T6","BR1BED","BR2BED","BR3BED","BR4BED","BR5BED","BR6BED","BR1LOC","BR2LOC","BR3LOC","BR4LOC","BR5LOC","BR6LOC","BR1TV","BR2TV","BR3TV","BR4TV","BR5TV","BR6TV","VIRTOUR","INTCMT1","INTCMT2","INTCMT3","WWWCMT","GSTCMT","UNTTYPE","DATEADD","DATECHG","COMMISN","RSRVAMT","MNTHFEE","CLENCRG","CLENFEE","GRSRENT","NETRENT","OWNREXP","RENTDAY","OWNRDAY","FRNDDAY","OMNTDAY","MANTDAY","CLUBDAY","GESTDAY","BLOCKDT","BFYACCT","BFYPHON","LATITUD","LONGTUD"
"KW C0804","NSO","4","2","1566","KW","#204-1001 COMMONWEALTH DR.","WIFI","NSMO","NBCH","POOL","GOLF","CTEN","GRUP","C+","1","10","ROCK","2PP","GAS","YES","165","447","132","1107","1","481","165","1226","1","513","165","1338","1","579","198","1569","1","679","248","1919","1","843","330","2493","1","1K","1Q","2S","2S","","","Down","Down","Up  ","Loft","","","Color","Color","No   ","No   ","","","http://fusion.realtourvision.com/49770","#204-1001 COMMONWEALTH DR.(KW);US LIV;BASIC UNIT","DIN6/4BAR; TV/VCR; SUMMER POOL,SAUNA, TENNIS","1MILE TO KB;5-10 MIN TO N.STAR;GROUPS POSSIBLE","This townhouse is located in Kingswood Village.  The complex is located in the heart of the North Shore of Lake Tahoe and features a wonderful summer tennis court and pool.           It is only one mile from shopping and Lake Tahoe in the town of Kings Beach.  Casino nightlife in Incline Village and Crystal Bay are only 5-10 minutes away.  In the winter, you have only a 10 minute drive to Northstar Ski area.  Squaw Valley and Alpine Meadows are only 20 miles away! The large amount of properties that Lake Tahoe Accommodations has at Kingswood Village makes it an ideal location for ski parties, family reunions or corporate functions. This condo also has a partial lake view. ","","RENTAL  ","5/31/04","3/15/14","35","500","0","122.00","183.00","5084.00","3304.60","164.00","22","0","0","0","0","0","0","0","va1006","Y","39.252669","-120.032319"
"KW C0805","NSO","4","2","1750","KW","#105-1001 COMMONWEALTH","WIFI","AMEN","NSKI","CTEN","NSMO","","","B ","0","8","WD","2PP","GAS","YES","100","504","170","1354","1","504","170","1354","1","504","170","1354","1","572","204","1592","1","674","255","1949","1","844","340","2544","1","1K","2S","1Q","2S","","","Down","Down","Up  ","Loft","","","Color","VCR  ","No   ","No   ","","","http://fusion.realtourvision.com/22107","#105 1001 COMMONWEALTH(KW)CNTMP DECOR;CLOSE TO ","NORTHSTAR, UPST LVGRM W/ 25'TV/VCR, CD STEREO","DECK;GAS BBQ;SUM POOL ONLY","Located in the popular Kingswood Village Condominium complex. Located just 5 miles from Northstar Ski Resort and less than 2 miles from the beach make this a great location for summer and winter vacations. The upstairs living room features a 25'TV w/ VCR, CD player/stereo, deck with a gas BBQ grill, and a woodburning fireplace with a gas starter. Firewood is provided on a first come basis. The 'kids room' has a TV with VCR and Sony Playstation to keep them entertained while mom  and dad relax after a fun filled day in Tahoe. Tennis courts and pool are open summer only. ","","RENTAL  ","9/20/99","3/15/14","35","500","0","109.00","164.00","2416.13","1611.60","806.45","11","79","0","0","0","0","0","0","va1006","Y","39.250268","-120.032324"
"KW C0842","NSO","3","2","1728","KW","#142-1001 COMMONWEALTH DR.","WIFI","NSMO","NBCH","POOL","GOLF","CTEN","","A-","0","6","GASLOG","2PP","GAS","YES","160","444","132","1104","1","510","165","1335","1","510","165","1335","1","576","198","1566","1","676","248","1916","1","840","330","2490","1","1Q","2S","1Q","","","","Down","Down","Up  ","","","","No   ","No   ","No   ","","","","http://fusion.realtourvision.com/25955","#142-1001 COMMONWEALTH DR.(KW);US LIV;BASIC UNIT","DIN6/3BAR; GAS BBQ ON DECK; SUMMER POOL, TENNIS","1 MILE TO KB;10 MIN TO N.STAR,NEW UPDATES 2012","This townhouse is located in Kingswood Village.  The complex is located in the heart of the North Shore of Lake Tahoe. This Project features a wonderful summer tennis court and pool.           It is only one mile from shopping and Lake Tahoe in the town of Kings Beach.  Casino Nightlife in Incline Village and Crystal Bay are only 5-10 minutes away.  In the winter, you have only a 10 minute drive to Northstar Ski area.  Squaw Valley and Alpine Meadows are only 20 miles away! The large amount of properties that Lake Tahoe Accommodations has at Kingswood Village makes it an ideal location for ski parties, family reunions or corporate functions. ","","RENTAL  ","5/31/04","3/15/14","35","500","0","120.00","180.00","2877.60","1870.44","296.00","9","25","0","0","0","0","0","0","va1006","Y","39.249221","-120.031444"
"KW C0856","NSO","4","2","1422","KW","#156 1001 COMMONWEALTH DR","WIFI","AMEN","CTEN","POOL","WDSY","NSMO","WODS","A ","1","8","GASSTV","2PP","GAS","YES","125","436","128","1076","1","500","160","1300","1","500","160","1300","1","564","192","1524","1","660","240","1860","1","820","320","2420","1","1K","1Q","1H","2S","","","Down","Down","Up  ","Loft","","","Color","No   ","No   ","Color","","","http://fusion.realtourvision.com/48584","#156 1001 COMMONWEALTH DR(KW)'ABSOLUTELY GORGEOUS","KW CONDO! ROKU;HEATED BATHRMS;BDRM4 IS TINY W/","D FUTON;GRANITE;TILE FLRS;BACKS TO WOODS/CREEK","Luxurious Kingswood Village Condo located against the woods  with beautiful tree views and the creek running along the  backside of the house!  This adorable condo has been  completely remodeled from top to bottom, with granite  counters, tile floors, complete gorgeous bathrooms, and more! You'll find sleeping for 8 people comfortably, high speed wireless internet access, use of their Roku, 3 flat screen TV's, and an abundance of conveniences!  You will absolutely love this condo, anytime of year! ","","RENTAL  ","4/16/13","3/05/14","35","500","0","120.00","180.00","4704.00","3057.60","324.00","20","11","0","0","0","0","0","0","va1006","Y","39.249861","-120.031407"
"KW C0865","NSO","3","2","1400","KW","#165-1001 COMMONWEALTH","AMEN","NSMO","WDSY","GRUP","GOLF","NBCH","","B ","1","8","ROCK","2PP","GAS","YES","100","404","120","1004","1","464","150","1214","1","464","150","1214","1","524","180","1424","1","614","225","1739","1","764","300","2264","1","1Q","1D1S","1Q1S","","","","Down","Down","Loft","","","","No   ","No   ","No   ","","","","http://fusion.realtourvision.com/65229","#165 1001 COMMONWEALTH(KW)'NSMO'CREEKSIDE CONDO!","OVERLKS WOODS/CREEK;UPST LVRM;UPSCL DECR/VCR/","QHB;DNG6+BAR/DKS/SUM POOL/YR RND WK OUT RM;C BBQ;","Creekside condo located in popular Kingswood Village condos. This 3B/2B condo overlooks the woods and the creek. The upstairs living room has upscale decor with woodburning fireplace, TV/VCR, stereo and sofa bed. The fully equiped kitchen has dining for 6 and seating for 4 at the breakfast bar. Listen to the peaceful sounds of the creek from either one of the two large decks. Upscale bedding throughout will have you sleeping like a baby as you contemplate your next days plans. Enjoy the summer pool,tennis courts,sauna and small exercise facility. This home is perfect for your  family vacation, reunion or just a quiet getaway. You'll be  minutes from ski resorts, golf course, casinos, and public  beach in nearby Kings Beach. Why stay anywhere else when you can be just moments away from fun and excitement! ","","RENTAL  ","2/03/95","3/15/14","35","500","0","109.00","164.00","3720.00","2418.00","610.07","14","0","0","0","1","0","0","0","va1006","Y","39.251095","-120.031938"
"KW C0902","NSO","4","2","1566","KW","#2 1001 COMMONWEALTH DR","WIFI","CTEN","POOL","WDSY","GOLF","NBCH","NSMO","C ","0","9","WOOD","3PP","CHAR","YES","125","421","112","981","1","477","140","1177","1","477","140","1177","1","533","168","1373","1","617","210","1667","1","757","280","2157","1","1Q","1Q","1Q","1S1B","","","Down","Down","Up  ","Loft","","","Color","No   ","No   ","No   ","","","http://fusion.realtourvision.com/22990","#2 1001 COMMONWEALTH DR(KW)'CUTE CONDO IN KINGSWD!","BDRM 3 IS QHAB;ACROSS STREET FROM SHUTTLE PICKUP;","DIN/6BAR/3;GROUP WITH KWC0840;ACROSS=POOL/TENNIS","With economy in mind, this is the perfect choice!  Located in Kingswood Village, the complex has a summer community pool and tennis courts, The condo can sleep 9 people comfortably, has a wood burning fireplace and wood provided! You will be directly across the street from the Northstar Ski Shuttle and just 3/4 of a mile from beaches, shopping, and restaurants! Only a 5 minute drive to casinos and only 6 miles from Northstar Ski Resort!  Best price available for the occupancy, book now! ","","RENTAL  ","11/18/11","3/15/14","35","500","0","131.00","197.00","3250.00","2112.50","953.65","16","7","0","0","0","0","0","0","va1006","Y","39.250654","-120.034470"
"KW C1030","NSO","4","2","1600","KW","#30-1001 COMMONWEALTH","WIFI","AMEN","NSMO","WDSY","GOLF","","","B ","0","10","ROCK","2PP","GAS","YES","100","447","132","1107","1","513","165","1338","1","513","165","1338","1","579","198","1569","1","679","248","1919","1","843","330","2493","1","1K","1Q","2S","2S1B","","","Down","Up  ","Down","Loft","","","Color","No   ","No   ","No   ","","","http://fusion.realtourvision.com/76644","#30 1001 COMMONWEALTH(KW)'NSMO'CNTRY CONDO/NSKI","UPST LVGRM/CNTRY DECORE/HI CEILING;25'TV/VCR;DNG/9","SPIRAL LOFT/BUNK+2T/SUM POOL YR ROUND WORK OUT","A large condominium located  in a nice complex in the woods just up the hill from Kings Beach. Featuring nice furnishings and upscale decor, high knotty pine ceilings, stone fireplace and a modern kitchen.  A spiral starcase leads to the loft bedroom. In the summer time there is a pool and tennis  courts for guest use. Only minutes to beaches and casinos and four miles from Northstar ski resort.  Relax in comfortable surroundings from this lovely condo in the woods. ","","RENTAL  ","9/23/94","3/15/14","35","500","0","122.00","183.00","4521.00","2905.65","169.49","19","0","0","0","0","0","0","0","va1006","Y","39.250970","-120.033542"
"KW C1055","NSO","4","2","1566","KW","#55-1001 COMMONWEALTH DR.","WIFI","NSMO","NBCH","AMEN","CTEN","GRUP","GOLF","B ","0","8","ROCK","2PP","CHAR","YES","200","463","136","1143","1","497","170","1262","1","531","170","1381","1","599","204","1619","1","701","255","1976","1","871","340","2571","1","1Q","1Q","1Q","2S","","","Down","Down","Up  ","Loft","","","VCR  ","No   ","No   ","No   ","","","http://fusion.realtourvision.com/69368","#55-1001 COMMONWEALTH DR.(KW);US LIV;DECKS OF LR&","MBR;DIN6/4BAR;TV/DVD N LR;SUMMER POOL,TEN;","1MILE TO KB;5-10MIN TO N.STAR;GROUPS POSSIBLE","This townhouse is located in Kingswood Village.  The complex is located in the heart of the North Shore of Lake Tahoe. It features a wonderful summer tennis court, pool, and small exercise facility. Your home overlooks a quiet parklike area perfect for the kids to play. Plenty of things to do close by in the town of Kings Beach. Shopping, public beach, and the casino nightlife at Stateline are only 5-10 minutes away. In the winter,enjoy a complimentary shuttle for great skiing at Northstar. For those who love to golf you'll be mintues to Brockway Golf course. Hiking,fishing,snowmobiling or just enjoying all the beauty of Lake Tahoe, this is the perfect place for your next family vacation, family reunion or just a quiet getaway! Also, in 2009, the owners finished a wonderful remodel including new paint, new carpets, and a new sofa and love seat in the living room.  Please note: Since the  remodel the owner requests that shoes are not worn inside the home. ","","RENTAL  ","5/31/04","3/15/14","35","500","0","127.00","191.00","5491.00","3569.15","200.81","21","3","0","0","0","0","0","0","va1006","Y","39.250409","-120.032544"
"KW C1058","NSO","4","2","1566","KW","#258-1001 COMMONWEALTH DR.","WIFI","NSMO","NBCH","POOL","GOLF","CTEN","GRUP","A-","1","10","GAS","2PP","GAS","YES","190","471","144","1191","1","507","180","1317","1","543","180","1443","1","615","216","1695","1","723","270","2073","1","903","360","2703","1","1K","1Q","1Q","2S","","","Down","Down","Up  ","Loft","","","VCR  ","VCR  ","No   ","No   ","","","http://fusion.realtourvision.com/58921","#258-1001 COMMONWEALTH DR.(KW);US LIV W/NEW TV;","NEW SOFA W/DBL SLPR;DIN4/BAR4;PLAY STN & NINTENDO;","NAT GAS BBQ;SUMMER POOL,TEN&SAUNA;1 MI TO KB;","This townhouse is located in Kingswood Village.  The complex is located in the heart of the North Shore of Lake Tahoe. This Project features a wonderful summer tennis court and pool.           It is only one mile from shopping and Lake Tahoe in the town of Kings Beach.  Casino Nightlife in Incline Village and Crystal Bay are only 5-10 minutes away.  In the Winter, you have only a 10 minute drive to Northstar Ski Area.  Squaw Valley and Alpine Meadows are only 20 miles away!  The large amount of properties that Lake Tahoe Accommodations has at Kingswood Village makes it an ideal location for ski parties, family reunions or corporate functions. Perfect for kids also, in the downstairs bedroom room is equipped with T.V./VCR/Game Cube/Nintendo and Play station! Keep an eye out for the 'Harry Potter' room in the loft, ideal for the kids. ","","RENTAL  ","5/31/04","3/05/14","35","500","0","122.00","183.00","2628.00","1708.20","414.00","14","3","13","0","0","0","0","0","va1006","Y","39.252295","-120.034309"
"KW C1085","NSO","3","2","1566","KW","#85 1001 COMMONWEALTH DR","WIFI","WOOD","AMEN","POOL","NBCH","NSMO","","B+","0","6","WDSTV","3PP","GAS","YES","125","406","116","986","1","464","145","1189","1","464","145","1189","1","522","174","1392","1","610","218","1700","1","754","290","2204","1","1K","1K","1Q","","","","Down","Down","Up  ","","","","DVD  ","Color","Color","","","","http://fusion.realtourvision.com/65048","#85 1001 COMMONWEALTH(KW)'NICE KINGSWOOD CONDO!'","COMFY FURN;GAS BBQ;COMPLEX AMENITIES;SUMMER POOL;","GAME TBL AND GAMES IN LOFT","Beautiful granite counter tops, warm maple cabinetry, and custom floor tiles feature in this condo's recently remodeled kitchen.  The condo's two bathrooms have also recently been remodeled; creating a bright and airy feel; a wood-burning stove in the living room keeps the condo toasty warm, and a gas barbeque on the upper balcony makes for quick and easy cooking; the lower balcony off the master bedroom, with its Adirondack-style seating, is the perfect summer place for a morning cup of coffee or an evening glass of wine. One well-behaved dog is allowed. A six mile drive to Northstar Ski Resort, a one mile walk or drive to the shops and the beach, and a five minute walk to beautiful mountain trails make this condo,  with its summer pool and tennis courts, the perfect vacation home for you, your family, and friends. The home is pet friendly with an additional $200 refundable pet deposit.  NO CATS PLEASE!  The owner is allergic. ","All of your staff members were very nice & helpful. Zarganis Party, January 2007 ","RENTAL  ","10/12/06","3/05/14","35","500","0","116.00","174.00","6151.00","3998.15","187.81","30","0","0","0","0","0","0","0","va1006","Y","39.249728","-120.032651"
"LL C0804","SSO","3","2.1","1906","LL","3535 LAKE TAHOE BLVD #404","WIFI","NBCH","AMEN","CTEN","POOL","CTUB","NSMO","B+","0","8","GASLOG","3PP","GAS","YES","160","508","160","1308","1","688","250","1938","5","688","250","1938","1","788","300","2288","1","938","375","2813","1","1188","500","3688","1","1K","1Q","2Q","","","","Up  ","Up  ","Up  ","","","","Color","No   ","No   ","","","","http://fusion.realtourvision.com/43355","LAKELAND VILLAGE#404(LL)'GRT CONDO DIRECTLY ACROSS","FROM SHUTTLE PICKUP!';WALK TO BEACH,TENNIS,POOL,","HTUB,PLYGRND&EXCRCISE;COAL BBQ;DIN6/BAR3;WETBAR","Perfect location in this one-of-a-kind condo! Located at Lakeland Village with access to community pool and hot tub, tennis and volleyball courts, and just a short walk to the beach, this fantastic home will be a year round pleasure! The owner's added a 40' flat screen HDTV in the fall of 2010 and the best part is you will only be 5 minutes drive to Heavenly Ski Resort and 24 hour casino nightlife!  This wonderful home has hardwood floors, a sunken living room with a brand new gas burning fireplace, a large front deck, and sleeping for 8!  Book now to have the vacation of a lifetime!        Please note: This home does require a 5 night minimum stay throughout the summer. Please call our reservation agents to check availability.  VRP#001486 ","","RENTAL  ","3/27/08","5/03/13","35","500","0","125.00","188.00","9050.00","5677.50","889.88","22","3","0","0","0","0","0","0","va1005","Y","38.947467","-119.961192"
